epoch,accuracy,precision,recall,f1_score,loss,train_time,memory
1,0.9240931012790942,0.8815253609774157,0.9826661163846472,0.929352068696331,0.30027417381492194,30.432520389556885,1290.921875
2,0.9423359194799749,0.908675799086758,0.9855550969872059,0.9455553355771135,0.1377675760493706,29.67143726348877,1310.8203125
3,0.9360452925141539,0.9256430868167203,0.950474618241849,0.9378945225005091,0.08463264574644654,42.66663432121277,1310.6875
4,0.941287481652338,0.949266247379455,0.9343788691704499,0.9417637271214643,0.05483436078836258,36.615214109420776,1310.91796875
5,0.9444327951352485,0.9447650453421269,0.945934791580685,0.9453495566096102,0.03454763789554369,37.79347324371338,1310.8671875
6,0.9356259173830992,0.9486853265479219,0.9232356582748659,0.9357874921564526,0.0336811237460918,37.500534772872925,1310.9296875
7,0.9417068567833927,0.9523407844791227,0.9319026000825423,0.9420108468919483,0.02757331108648277,45.57634949684143,1291.69921875
8,0.9383518557349549,0.9574559518693597,0.9195212546430045,0.9381052631578948,0.00992595752935359,45.84733247756958,1291.890625
9,0.9379324806039002,0.9605889995669121,0.915394139496492,0.937447168216399,0.012543093509883566,41.982696294784546,1290.98046875
10,0.94590060809394,0.9534981147884374,0.939331407346265,0.9463617463617464,0.024137978828967458,29.501682996749878,1292.203125
