epoch,accuracy,precision,recall,f1_score,loss,train_time,memory
1,0.9314465408805032,0.8898431665421956,0.9867494824016563,0.9357942273709012,0.24466254740604004,35.37394070625305,1343.41015625
2,0.9538784067085954,0.9332806948282669,0.9788819875776398,0.9555375909458367,0.09967334316403823,35.030513048172,1342.609375
3,0.9542976939203355,0.9424083769633508,0.968944099378882,0.9554920375663536,0.05986965206409594,35.0207302570343,1343.0234375
4,0.959958071278826,0.94515612489992,0.977639751552795,0.9611235497659272,0.014248292090232215,35.445711612701416,1342.89453125
5,0.9545073375262054,0.9313186813186813,0.9826086956521739,0.9562764456981664,0.0035908975267716606,35.43907070159912,1343.0234375
6,0.959329140461216,0.9534503879134341,0.9668737060041408,0.9601151315789473,0.0011410670823646144,36.293742418289185,1343.19140625
7,0.9572327044025157,0.9555006180469716,0.9602484472049689,0.9578686493184635,0.0005629695501958937,35.15805411338806,1343.36328125
8,0.9545073375262054,0.9563953488372093,0.9536231884057971,0.9550072568940493,0.00035180296359943046,35.562010526657104,1343.26171875
9,0.9551362683438155,0.9526943644590703,0.9590062111801242,0.9558398679323153,0.00024601705361717994,35.55943512916565,1343.4609375
10,0.9524109014675053,0.9535655058043118,0.9523809523809523,0.9529728609902631,0.00019380691699280765,52.37578749656677,1342.57421875
