epoch,accuracy,precision,recall,f1_score,loss,train_time,memory
1,0.910062893081761,0.9525979945305378,0.865424430641822,0.9069212410501193,0.2009654385248321,56.90659737586975,3879.4765625
2,0.940670859538784,0.9361702127659575,0.9474120082815735,0.9417575632846265,0.15176273739336674,56.41737461090088,3882.6875
3,0.9482180293501048,0.9322169059011164,0.9681159420289855,0.9498273410522039,0.11229955783687919,57.24497413635254,3882.4765625
4,0.9433962264150944,0.927120669056153,0.9639751552795031,0.9451887941534713,0.0984958758378024,59.770017862319946,3882.546875
5,0.9377358490566038,0.9416180150125104,0.9349896480331263,0.9382921254934552,0.08985660983354066,59.64057469367981,3882.83203125
6,0.9408805031446541,0.9223762376237624,0.9643892339544513,0.942914979757085,0.09552981631543293,59.250842809677124,3882.73828125
7,0.9444444444444444,0.9235618597320725,0.9706004140786749,0.9464970724813244,0.06883405082838819,58.2124707698822,3883.01171875
8,0.9387840670859539,0.9281968535699879,0.9527950310559006,0.9403351042092358,0.12010433122911919,58.71998834609985,3882.7421875
9,0.9450733752620545,0.941731637258925,0.9503105590062112,0.9460016488046167,0.08715245788378743,58.9108669757843,3866.16796875
10,0.9446540880503145,0.9324487334137516,0.9602484472049689,0.9461444308445532,0.06808581070699908,57.78384566307068,3866.984375
