epoch,accuracy,precision,recall,f1_score,loss,train_time,memory
1,0.9350104821802935,0.9618516930990142,0.9103448275862069,0.9353897457273864,0.24823534206005196,54.44056177139282,1348.97265625
2,0.9582809224318658,0.9443137254901961,0.9768762677484787,0.9603190428713858,0.09284417176232292,65.79321813583374,1350.87890625
3,0.9610062893081761,0.9664347114203847,0.9578093306288032,0.9621026894865525,0.02866675316179062,65.65739464759827,1351.109375
4,0.9570230607966457,0.9556451612903226,0.9614604462474645,0.9585439838220424,0.006719051025634014,61.664119243621826,1350.98828125
5,0.9538784067085954,0.9594760540319279,0.9509127789046653,0.9551752241238793,0.002412332967587325,63.38655686378479,1351.22265625
6,0.9547169811320755,0.9499799919967987,0.9630831643002028,0.9564867042707494,0.0014334184115742912,67.2866735458374,1351.25
7,0.9343815513626834,0.9752650176678446,0.8957403651115619,0.9338126453795729,0.001562635078384975,58.066155672073364,1351.33984375
8,0.9490566037735849,0.9695688926458157,0.9306288032454361,0.9496998551024632,0.0014359379309420793,48.121946811676025,1351.40234375
9,0.9513626834381551,0.9634703196347032,0.9415821501014199,0.9524004924086992,0.00028325033247139576,43.927966833114624,1351.32421875
10,0.9475890985324947,0.9686838764282691,0.9286004056795132,0.948218724109362,0.0001870955397275773,55.522461891174316,1351.43359375
