epoch,accuracy,precision,recall,f1_score,loss,train_time,memory
1,0.959958071278826,0.9458823529411765,0.9784989858012171,0.961914257228315,0.19164699519605344,55.94118642807007,3916.15234375
2,0.959329140461216,0.9670917317976141,0.9537525354969574,0.9603758169934641,0.12443032419508701,55.725311040878296,3919.71875
3,0.9595387840670859,0.9761106454316848,0.9448275862068966,0.9602143887858173,0.09396996151599753,55.89829230308533,3918.53125
4,0.9578616352201258,0.939100077579519,0.9821501014198782,0.9601427721594289,0.06314852746699623,57.109294176101685,3919.73828125
5,0.9563941299790356,0.9508589692369157,0.9655172413793104,0.9581320450885669,0.04589798062017197,57.4271559715271,3901.734375
6,0.9595387840670859,0.9562248995983936,0.9659229208924949,0.9610494450050454,0.05084109987277332,56.499709367752075,3903.453125
7,0.9457023060796645,0.9565397350993378,0.937525354969574,0.9469371030526531,0.0955919771345248,56.71348285675049,3903.88671875
8,0.9528301886792453,0.9388714733542319,0.9720081135902637,0.9551524815626868,0.056322395474333285,55.79861259460449,3903.421875
9,0.9584905660377359,0.9517736149860502,0.9687626774847871,0.9601930036188179,0.021482465578511457,54.93722152709961,3903.87109375
10,0.9511530398322852,0.9355971896955504,0.9724137931034482,0.953650288442411,0.014967975000947577,55.29905986785889,3904.0390625
