epoch,accuracy,precision,recall,f1_score,loss,train_time,memory
1,0.934996854686517,0.8949532710280373,0.9880313660751135,0.9391918399372303,0.2487351386441258,38.072925329208374,1345.6015625
2,0.9442231075697212,0.9522012578616352,0.9372678497730087,0.9446755407653911,0.0944202818066955,60.79193997383118,1398.3359375
3,0.9490459215768505,0.9511589403973509,0.9484110606685927,0.9497830130192189,0.042209348534475666,59.82264995574951,1397.84765625
4,0.940658418955756,0.9608096468561584,0.9207593891869583,0.9403582718651212,0.012599103527055457,57.5038948059082,1397.82421875
5,0.9417068567833927,0.9601029601029601,0.9236483697895171,0.9415229280605806,0.0030005437252272607,53.249351501464844,1397.6328125
6,0.9352065422520445,0.960767218831735,0.9096161782913743,0.9344922620309519,0.0016754921928392895,45.47470688819885,1397.0703125
7,0.9341581044244076,0.961892247043364,0.9063144861741642,0.9332766680832979,0.0009066097339579833,54.202126026153564,1391.30859375
8,0.9303837282449151,0.9640479360852197,0.896409409822534,0.9289991445680068,0.0005653344091468725,36.403016328811646,1391.13671875
9,0.9500943594044873,0.9364762285257691,0.9673957903425505,0.9516849370686155,0.003086848806978161,35.50026273727417,1391.20703125
10,0.9454812329628853,0.9576809140922556,0.9339661576557986,0.9456748850814877,0.003493050957748476,43.38134527206421,1390.66015625
