epoch,accuracy,precision,recall,f1_score,loss,train_time,memory
1,0.9519916142557652,0.928352490421456,0.9829614604462474,0.9548768472906404,0.242095995022427,28.201634168624878,1285.4140625
2,0.9666666666666667,0.957176843774782,0.9793103448275862,0.9681171044716262,0.07870393250409788,27.619691133499146,1287.25
3,0.9486373165618449,0.9157303370786517,0.9918864097363083,0.952288218111003,0.022358237479383324,27.28603744506836,1287.234375
4,0.9626834381551362,0.9430453312669508,0.9874239350912779,0.9647245342845818,0.004197554769102017,27.498435258865356,1286.9453125
5,0.9612159329140462,0.9398148148148148,0.9882352941176471,0.9634170456792565,0.0009634404540904243,27.621642351150513,1287.0546875
6,0.9616352201257862,0.9398612181958366,0.9890466531440162,0.9638268432496541,0.00035202188460278826,27.663618803024292,1287.171875
7,0.9612159329140462,0.9394757131842714,0.9886409736308316,0.9634315082032022,0.00017698809051428267,27.80025029182434,1286.88671875
8,0.9612159329140462,0.9384615384615385,0.9898580121703854,0.9634748272458046,9.820629638263647e-05,27.869690418243408,1287.1484375
9,0.9612159329140462,0.9384615384615385,0.9898580121703854,0.9634748272458046,6.198126954633043e-05,30.072426557540894,1287.046875
10,0.9616352201257862,0.939183987682833,0.9898580121703854,0.963855421686747,3.8099609478612546e-05,28.981637477874756,1287.26953125
